N014,N001,450 
N014,N002,150 
N014,N003,150 
N014,N004,750 
N014,N005,150 
N014,N006,150 
N014,N007,300 
N014,N008,600 
N014,N009,900 
N014,N010,3150 
N014,N011,2400 
N014,N012,1050 
N014,N013,900 
N014,N015,1950 
N014,N016,1050 
N014,N017,1050 
N014,N018,150 
N014,N019,450 
N014,N020,750 
N014,N021,600 
N014,N022,1800 
N014,N023,1650 
N014,N024,600 
N015,N001,750 
N015,N002,150 
N015,N003,150 
N015,N004,750 
N015,N005,300 
N015,N006,300 
N015,N007,750 
N015,N008,900 
N015,N009,1500 
N015,N010,6000 
N015,N011,2100 
N015,N012,1050 
N015,N013,1050 
N015,N014,1950 
N015,N016,1800 
N015,N017,2250 
N015,N018,300 
N015,N019,1200 
N015,N020,1650 
N015,N021,1200 
N015,N022,3900 
N015,N023,1500 
N015,N024,600 
N016,N001,750 
N016,N002,600 
N016,N003,300 
N016,N004,1200 
N016,N005,750 
N016,N006,1350 
N016,N007,2100 
N016,N008,3300 
N016,N009,2100 
N016,N010,6600 
N016,N011,2100 
N016,N012,1050 
N016,N013,900 
N016,N014,1050 
N016,N015,1800 
N016,N017,4200 
N016,N018,750 
N016,N019,1950 
N016,N020,2400 
N016,N021,900 
N016,N022,1800 
N016,N023,750 
N016,N024,450 
N017,N001,600 
N017,N002,300 
N017,N003,150 
N017,N004,750 
N017,N005,300 
N017,N006,750 
N017,N007,1500 
N017,N008,2100 
N017,N009,1350 
N017,N010,5850 
N017,N011,1500 
N017,N012,900 
N017,N013,750 
N017,N014,1050 
N017,N015,2250 
N017,N016,4200 
N017,N018,900 
N017,N019,2550 
N017,N020,2550 
N017,N021,900 
N017,N022,2550 
N017,N023,900 
N017,N024,450 
N018,N001,150 
N018,N004,150 
N018,N006,150 
N018,N007,300 
N018,N008,450 
N018,N009,300 
N018,N010,1050 
N018,N011,300 
N018,N012,300 
N018,N013,150 
N018,N014,150 
N018,N015,300 
N018,N016,750 
N018,N017,900 
N018,N019,450 
N018,N020,600 
N018,N021,150 
N018,N022,450 
N018,N023,150 
N019,N001,450 
N019,N002,150 
N019,N004,300 
N019,N005,150 
N019,N006,300 
N019,N007,600 
N019,N008,1050 
N019,N009,600 
N019,N010,2700 
N019,N011,600 
N019,N012,450 
N019,N013,450 
N019,N014,450 
N019,N015,1200 
N019,N016,1950 
N019,N017,2550 
N019,N018,450 
N019,N020,1800 
N019,N021,600 
N019,N022,1800 
N019,N023,450 
N019,N024,150 
N020,N001,450 
N020,N002,150 
N020,N004,450 
N020,N005,150 
N020,N006,450 
N020,N007,750 
N020,N008,1350 
N020,N009,900 
N020,N010,3750 
N020,N011,900 
N020,N012,750 
N020,N013,900 
N020,N014,750 
N020,N015,1650 
N020,N016,2400 
N020,N017,2550 
N020,N018,600 
N020,N019,1800 
N020,N021,1800 
N020,N022,3600 
N020,N023,1050 
N020,N024,600 
N021,N001,150 
N021,N004,300 
N021,N005,150 
N021,N006,150 
N021,N007,300 
N021,N008,600 
N021,N009,450 
N021,N010,1800 
N021,N011,600 
N021,N012,450 
N021,N013,900 
N021,N014,600 
N021,N015,1200 
N021,N016,900 
N021,N017,900 
N021,N018,150 
N021,N019,600 
N021,N020,1800 
N021,N022,2700 
N021,N023,1050 
N021,N024,750 
N022,N001,600 
N022,N002,150 
N022,N003,150 
N022,N004,600 
N022,N005,300 
N022,N006,300 
N022,N007,750 
N022,N008,750 
N022,N009,1050 
N022,N010,3900 
N022,N011,1650 
N022,N012,1050 
N022,N013,1950 
N022,N014,1800 
N022,N015,3900 
N022,N016,1800 
N022,N017,2550 
N022,N018,450 
N022,N019,1800 
N022,N020,3600 
N022,N021,2700 
N022,N023,3150 
N022,N024,1650 
N023,N001,450 
N023,N003,150 
N023,N004,750 
N023,N005,150 
N023,N006,150 
N023,N007,300 
N023,N008,450 
N023,N009,750 
N023,N010,2700 
N023,N011,1950 
N023,N012,1050 
N023,N013,1200 
N023,N014,1650 
N023,N015,1500 
N023,N016,750 
N023,N017,900 
N023,N018,150 
N023,N019,450 
N023,N020,1050 
N023,N021,1050 
N023,N022,3150 
N023,N024,1050 
N024,N001,150 
N024,N004,300 
N024,N006,150 
N024,N007,150 
N024,N008,300 
N024,N009,300 
N024,N010,1200 
N024,N011,900 
N024,N012,750 
N024,N013,1050 
N024,N014,600 
N024,N015,600 
N024,N016,450 
N024,N017,450 
N024,N019,150 
N024,N020,600 
N024,N021,750 
N024,N022,1650 
N024,N023,1050 
